StudentAccount,CourseId,Time
AHMA4388,9700,923
AHMA4388,9518,542
AHMA4388,6024,2202
AHMA4388,3626,886
AHMA4388,8167,1578
AHMA4388,7707,1995
AHMA4388,9367,2592
AHMA4388,1553,1180
AHMA4388,7379,2818
AHMA4388,2668,2120
AHMA4388,7451,640
AHMA4388,8351,2427
AHMA4388,1635,1349
AHMA4388,1643,3102
AHMA4388,1934,3096
AHMA4388,3084,2840
AHMA4388,2925,3397
AHMA4388,6169,583
AHMA4388,3379,2596
AHMA4388,7655,2907
AHMA4388,6675,359
AHMA4388,2065,2182
AHMA4388,5437,1847
AHMA4388,6182,3231
AHMA4388,1259,1598
AHMA4388,2792,3328
AHMA4388,5123,340
AHMA4388,2330,3401
AHMA4388,8277,2081
AHMA4388,8402,2055
AHMA4388,1578,2351
AHMA4388,2178,1052
AHMA4388,4020,1127
AHMA4388,8499,3184
AHMA4388,8623,3040
AHMA4388,7539,3497
AHMA4388,8967,3508
AHMA4388,6327,238
AHMA4388,4817,2502
AHMA4388,2143,440
AHMA4388,3052,1652
AHMA4388,7404,3466
AHMA4388,4506,2385
AHMA4388,5485,831
AHMA4388,4843,2269
AHMA4388,8221,3410
AHMA4388,1848,2155
AHMA4388,2525,1075
AHMA4388,4744,3110
AHMA4388,6823,2853
AHMA4388,4834,1123
AHMA4388,8303,3078
AHMA4388,5804,3366
AHMA4388,8934,2799
AHMA4388,5732,2252
AHMA4388,9978,891
AHMA4388,7037,2943
AHMA4388,6553,2209
AHMA4388,5237,3015
AHMA4388,3046,229
AHMA4388,7213,307
AHMA4388,3668,1227
AHMA4388,8780,2285
AHMA4388,4695,1360
AHMA4388,3064,2054
AHMA4388,1741,1287
AHMA4388,3462,1434
AHMA4388,5724,2667
AHMA4388,7818,3274
AHMA4388,2970,3347
AHMA4388,4813,1134
AHMA4388,5981,1155
AHMA4388,9147,1176
AHMA4388,7632,604
AHMA4388,9291,2527
ALD24556,3191,2054
ALD24556,9118,3244
ALD24556,2310,2576
ALD24556,1145,2277
ALD24556,1819,1404
ALD24556,7139,1535
ALD24556,2036,2941
ALD24556,5365,1161
ALD24556,8686,2415
ALD24556,4835,842
ALD24556,8622,2664
ALD24556,1063,1676
ALD24556,6910,1111
ALD24556,7288,626
ALD24556,7830,36
ALD24556,3288,770
ALD24556,9483,2257
ALD24556,5269,2050
ALD24556,3613,2290
ALD24556,4276,88
ALD24556,9141,1209
ALD24556,1414,2155
ALD24556,3006,694
ALD24556,3086,1546
ALD24556,3513,1736
ALD24556,4157,1619
ALD24556,4850,292
ALD24556,1247,575
ALD24556,4604,753
ALD24556,9595,2630
ALD24556,4309,1718
ALD24556,9011,63
ALD24556,6595,3096
ALD24556,8926,2104
ALD24556,9021,45
ALD24556,4197,1752
ALD24556,2820,180
ALD24556,8036,1083
ALD24556,2967,1491
ALD24556,7752,1776
ALD24556,1682,372
ALD24556,4546,88
ALD24556,2242,29
ALD24556,8338,1512
ALD24556,2648,3552
ALD24556,1895,3315
ALD24556,5591,3148
ALD24556,4053,2454
ALD24556,9336,1980
ALD24556,5720,137
ALD24556,3886,2877
ALD24556,3972,3364
ALD24556,3212,1770
ALD24556,3645,1340
ALD24556,9794,2274
ALD24556,1276,2045
ALD24556,9039,936
ALD24556,8109,11
ALD24556,2254,852
ALD24556,9800,2306
ALD24556,8117,15
ALD24556,8195,2420
ALD24556,5524,2240
ALD24556,9444,3036
ALD24556,9394,3522
ALD24556,8516,1976
ALD24556,2399,2572
ALD24556,2598,3207
ALD24556,9924,1130
ALD24556,5310,1139
ALD24556,6088,3531
ALD24556,5913,3396
ALD24556,2375,2732
ALD24556,8149,2481
ALD24556,2623,2787
ALD24556,1071,2931
ALD24556,7468,637
ALD24556,8120,1597
ALD24556,2085,409
ALD24556,9054,902
ALD24556,6282,814
ALD24556,8791,1276
ALD24556,8698,93
ALD24556,1458,2409
ALD24556,4939,301
ALD24556,8492,3503
ALD24556,2325,3169
ALD24556,8307,3483
ALD24556,3061,2510
ALD24556,1856,702
ALD24556,7760,3491
ALD24556,5382,1113
ALD24556,2534,436
ALD24556,9700,2312
ALD24556,9518,3398
ALD24556,6024,2139
ALD24556,3626,1619
ALD24556,8167,1413
ALD24556,7707,1301
ALD24556,9367,3076
ALD24556,1553,3184
ALD24556,7379,2372
ALD24556,2668,3123
ALD24556,7451,2805
ALD24556,8351,1364
ALD24556,1635,972
ALD24556,1643,1980
ALD24556,1934,1743
ALD24556,3084,2556
ALD24556,2925,1140
ALD24556,6169,2014
ALD24556,3379,1638
ALD24556,7655,3165
ALD24556,6675,1383
ALD24556,2065,997
ALD24556,5437,2296
ALD24556,6182,134
ALD24556,1259,1387
ALD24556,2792,2306
ALD24556,5123,791
ALD24556,2330,2591
ALD24556,8277,1181
ALD24556,8402,672
ALD24556,1578,2336
ALD24556,2178,1876
ALD24556,4020,653
ALD24556,8499,713
ALD24556,8623,341
ALD24556,7539,828
ALD24556,8967,1924
ALD24556,6327,2623
ALD24556,4817,2526
ALD24556,2143,370
ALD24556,3052,1695
ALD24556,7404,3303
ALD24556,4506,3369
ALD24556,5485,1236
ALD24556,4843,2707
ALD24556,8221,2700
ALD24556,1848,1493
ALD24556,2525,1980
ALD24556,4744,3104
ALD24556,6823,3433
ALD24556,4834,873
ALD24556,8303,3036
ALD24556,5804,124
ALD24556,8934,2702
ALD24556,5732,1003
ALD24556,9978,1149
ALD24556,7037,1268
ALD24556,6553,505
ALD24556,5237,404
ALD24556,3046,3120
ALD24556,7213,3213
ALD24556,3668,3586
ALD24556,8780,922
ALD24556,4695,1720
ALD24556,3064,1547
ALD24556,1741,1087
ALD24556,3462,1608
ALD24556,5724,802
ALD24556,7818,3011
ALD24556,2970,3280
ALD24556,4813,2394
ALD24556,5981,860
ALD24556,9147,2348
ALD24556,7632,426
ALD24556,9291,1256
ARNOLD2775,3191,253
ARNOLD2775,9118,2810
ARNOLD2775,2310,3398
ARNOLD2775,1145,944
ARNOLD2775,1819,3013
ARNOLD2775,7139,2378
ARNOLD2775,2036,702
ARNOLD2775,5365,1113
ARNOLD2775,8686,2343
ARNOLD2775,4835,3104
ARNOLD2775,8622,669
ARNOLD2775,1063,1447
ARNOLD2775,6910,526
ARNOLD2775,7288,171
ARNOLD2775,7830,457
ARNOLD2775,3288,3558
ARNOLD2775,9483,1402
ARNOLD2775,5269,2525
ARNOLD2775,3613,1159
ARNOLD2775,4276,1630
ARNOLD2775,9141,891
ARNOLD2775,1414,1631
ARNOLD2775,3006,3201
ARNOLD2775,3086,2886
ARNOLD2775,3513,930
ARNOLD2775,4157,2720
ARNOLD2775,4850,124
ARNOLD2775,1247,1865
ARNOLD2775,4604,1242
ARNOLD2775,9595,1194
ARNOLD2775,4309,1228
ARNOLD2775,9011,3055
ARNOLD2775,6595,1556
ARNOLD2775,8926,1814
ARNOLD2775,9021,583
ARNOLD2775,4197,1810
ARNOLD2775,2820,1188
ARNOLD2775,8036,1655
ARNOLD2775,2967,1910
ARNOLD2775,7752,1710
ARNOLD2775,1682,2886
ARNOLD2775,4546,332
ARNOLD2775,2242,3330
ARNOLD2775,8338,2038
ARNOLD2775,2648,2633
ARNOLD2775,1895,2048
ARNOLD2775,5591,2015
ARNOLD2775,4053,995
ARNOLD2775,9336,2187
ARNOLD2775,5720,441
ARNOLD2775,3886,3513
ARNOLD2775,3972,251
ARNOLD2775,3212,2739
ARNOLD2775,3645,113
ARNOLD2775,9794,3082
ARNOLD2775,1276,2831
ARNOLD2775,9039,494
ARNOLD2775,8109,1165
ARNOLD2775,2254,2733
ARNOLD2775,9800,363
ARNOLD2775,8117,1105
ARNOLD2775,8195,2584
ARNOLD2775,5524,1740
ARNOLD2775,9444,2651
ARNOLD2775,9394,3525
ARNOLD2775,8516,2363
ARNOLD2775,2399,1240
ARNOLD2775,2598,1493
ARNOLD2775,9924,2271
ARNOLD2775,5310,3368
ARNOLD2775,6088,972
ARNOLD2775,5913,3408
ARNOLD2775,2375,2363
ARNOLD2775,8149,258
ARNOLD2775,2623,3314
ARNOLD2775,1071,3205
ARNOLD2775,7468,3370
ARNOLD2775,8120,1617
ARNOLD2775,2085,3561
ARNOLD2775,9054,3492
ARNOLD2775,6282,1587
ARNOLD2775,8791,637
ARNOLD2775,8698,222
ARNOLD2775,1458,2526
ARNOLD2775,4939,1827
ARNOLD2775,8492,2591
ARNOLD2775,2325,2038
ARNOLD2775,8307,3477
ARNOLD2775,3061,839
ARNOLD2775,1856,2790
ARNOLD2775,7760,1819
ARNOLD2775,5382,730
ARNOLD2775,2534,3142
ARNOLD2775,9700,792
ARNOLD2775,9518,1143
ARNOLD2775,6024,3274
ARNOLD2775,3626,1335
ARNOLD2775,8167,2367
ARNOLD2775,7707,865
ARNOLD2775,9367,207
ARNOLD2775,1553,3550
ARNOLD2775,7379,2949
ARNOLD2775,2668,2999
ARNOLD2775,7451,148
ARNOLD2775,8351,943
ARNOLD2775,1635,1280
ARNOLD2775,1643,2458
ARNOLD2775,1934,2698
ARNOLD2775,3084,2917
ARNOLD2775,2925,3378
ARNOLD2775,6169,852
ARNOLD2775,3379,1680
ARNOLD2775,7655,321
ARNOLD2775,6675,416
ARNOLD2775,2065,3095
ARNOLD2775,5437,1204
ARNOLD2775,6182,1732
ARNOLD2775,1259,1625
ARNOLD2775,2792,2268
ARNOLD2775,5123,2438
ARNOLD2775,2330,2147
ARNOLD2775,8277,3275
ARNOLD2775,8402,3397
ARNOLD2775,1578,2217
ARNOLD2775,2178,644
ARNOLD2775,4020,382
ARNOLD2775,8499,2112
ARNOLD2775,8623,2431
ARNOLD2775,7539,2244
ARNOLD2775,8967,1104
ARNOLD2775,6327,1308
ARNOLD2775,4817,2002
ARNOLD2775,2143,703
ARNOLD2775,3052,3443
ARNOLD2775,7404,2064
ARNOLD2775,4506,1257
ARNOLD2775,5485,1136
ARNOLD2775,4843,981
ARNOLD2775,8221,1483
ARNOLD2775,1848,2033
ARNOLD2775,2525,2609
ARNOLD2775,4744,6
ARNOLD2775,6823,3091
ARNOLD2775,4834,2799
ARNOLD2775,8303,2886
ARNOLD2775,5804,3248
ARNOLD2775,8934,177
ARNOLD2775,5732,1480
ARNOLD2775,9978,1439
ARNOLD2775,7037,1301
ARNOLD2775,6553,285
ARNOLD2775,5237,398
ARNOLD2775,3046,182
ARNOLD2775,7213,1903
ARNOLD2775,3668,3060
ARNOLD2775,8780,1986
ARNOLD2775,4695,1823
ARNOLD2775,3064,2702
ARNOLD2775,1741,2160
ARNOLD2775,3462,559
ARNOLD2775,5724,1043
ARNOLD2775,7818,1329
ARNOLD2775,2970,2473
ARNOLD2775,4813,8
ARNOLD2775,5981,2684
ARNOLD2775,9147,1215
ARNOLD2775,7632,783
ARNOLD2775,9291,292
AURELI805,3191,2354
AURELI805,9118,543
AURELI805,2310,403
AURELI805,1145,498
AURELI805,1819,511
AURELI805,7139,575
AURELI805,2036,1523
AURELI805,5365,2114
AURELI805,8686,1791
AURELI805,4835,2628
AURELI805,8622,229
AURELI805,1063,1314
AURELI805,6910,1499
AURELI805,7288,2959
AURELI805,7830,1093
AURELI805,3288,2821
AURELI805,9483,1011
AURELI805,5269,2696
AURELI805,3613,1361
AURELI805,4276,2710
AURELI805,9141,870
AURELI805,1414,1976
AURELI805,3006,868
AURELI805,3086,1619
AURELI805,3513,3192
AURELI805,4157,2628
AURELI805,4850,2660
AURELI805,1247,1688
AURELI805,4604,1741
AURELI805,9595,2562
AURELI805,4309,3006
AURELI805,9011,701
AURELI805,6595,1199
AURELI805,8926,2470
AURELI805,9021,2505
AURELI805,4197,2196
AURELI805,2820,2850
AURELI805,8036,1503
AURELI805,2967,731
AURELI805,7752,1554
AURELI805,1682,2610
AURELI805,4546,2069
AURELI805,2242,2919
AURELI805,8338,785
AURELI805,2648,852
AURELI805,1895,2963
AURELI805,5591,797
AURELI805,4053,1064
AURELI805,9336,760
AURELI805,5720,2383
AURELI805,3886,3366
AURELI805,3972,1945
AURELI805,3212,1853
AURELI805,3645,2036
AURELI805,9794,829
AURELI805,1276,352
AURELI805,9039,1083
AURELI805,8109,1647
AURELI805,2254,3301
AURELI805,9800,1730
AURELI805,8117,1964
AURELI805,8195,1392
AURELI805,5524,348
AURELI805,9444,1358
AURELI805,9394,307
AURELI805,8516,2043
AURELI805,2399,2776
AURELI805,2598,1620
AURELI805,9924,2730
AURELI805,5310,2946
AURELI805,6088,3067
AURELI805,5913,3295
AURELI805,2375,1619
AURELI805,8149,698
AURELI805,2623,3427
AURELI805,1071,3445
AURELI805,7468,3193
AURELI805,8120,3005
AURELI805,2085,200
AURELI805,9054,2318
AURELI805,6282,2373
AURELI805,8791,1337
AURELI805,8698,3410
AURELI805,1458,2740
AURELI805,4939,1101
AURELI805,8492,862
AURELI805,2325,827
AURELI805,8307,517
AURELI805,3061,1754
AURELI805,1856,3020
AURELI805,7760,2354
AURELI805,5382,555
AURELI805,2534,276
AURELI805,9700,1990
AURELI805,9518,1264
AURELI805,6024,2715
AURELI805,3626,3174
AURELI805,8167,3480
AURELI805,7707,1325
AURELI805,9367,1799
AURELI805,1553,2981
AURELI805,7379,751
AURELI805,2668,1075
AURELI805,7451,1017
AURELI805,8351,3410
AURELI805,1635,2208
AURELI805,1643,915
AURELI805,1934,2607
AURELI805,3084,3309
AURELI805,2925,1284
AURELI805,6169,1914
AURELI805,3379,3183
AURELI805,7655,414
AURELI805,6675,280
AURELI805,2065,2305
AURELI805,5437,1603
AURELI805,6182,2114
AURELI805,1259,2966
AURELI805,2792,3202
AURELI805,5123,2185
AURELI805,2330,794
AURELI805,8277,2296
AURELI805,8402,1943
AURELI805,1578,2010
AURELI805,2178,1694
AURELI805,4020,1005
AURELI805,8499,1084
AURELI805,8623,2829
AURELI805,7539,2767
AURELI805,8967,771
AURELI805,6327,887
AURELI805,4817,33
AURELI805,2143,924
AURELI805,3052,449
AURELI805,7404,411
AURELI805,4506,1971
AURELI805,5485,2114
AURELI805,4843,1603
AURELI805,8221,1324
AURELI805,1848,3031
AURELI805,2525,2443
AURELI805,4744,269
AURELI805,6823,1471
AURELI805,4834,2758
AURELI805,8303,2543
AURELI805,5804,3377
AURELI805,8934,3131
AURELI805,5732,938
AURELI805,9978,2164
AURELI805,7037,783
AURELI805,6553,3011
AURELI805,5237,2215
AURELI805,3046,1770
AURELI805,7213,1314
AURELI805,3668,205
AURELI805,8780,1356
AURELI805,4695,250
AURELI805,3064,3573
AURELI805,1741,1836
AURELI805,3462,3088
AURELI805,5724,1127
AURELI805,7818,2952
AURELI805,2970,2620
AURELI805,4813,3562
AURELI805,5981,1743
AURELI805,9147,1983
AURELI805,7632,963
AURELI805,9291,1852
BARNE285,3191,197
BARNE285,9118,2852
BARNE285,2310,2342
BARNE285,1145,3273
BARNE285,1819,1900
BARNE285,7139,772
BARNE285,2036,799
BARNE285,5365,822
BARNE285,8686,1775
BARNE285,4835,1454
BARNE285,8622,3340
BARNE285,1063,3410
BARNE285,6910,174
BARNE285,7288,3390
BARNE285,7830,431
BARNE285,3288,301
BARNE285,9483,1747
BARNE285,5269,1112
BARNE285,3613,125
BARNE285,4276,590
BARNE285,9141,3052
BARNE285,1414,2015
BARNE285,3006,2637
BARNE285,3086,709
BARNE285,3513,2892
BARNE285,4157,1529
BARNE285,4850,607
BARNE285,1247,491
BARNE285,4604,2074
BARNE285,9595,622
BARNE285,4309,2602
BARNE285,9011,2134
BARNE285,6595,2792
BARNE285,8926,161
BARNE285,9021,1357
BARNE285,4197,652
BARNE285,2820,3115
BARNE285,8036,2482
BARNE285,2967,2405
BARNE285,7752,1185
BARNE285,1682,2653
BARNE285,4546,1538
BARNE285,2242,1000
BARNE285,8338,2659
BARNE285,2648,3157
BARNE285,1895,246
BARNE285,5591,1334
BARNE285,4053,1091
BARNE285,9336,957
BARNE285,5720,2395
BARNE285,3886,1223
BARNE285,3972,2386
BARNE285,3212,2696
BARNE285,3645,3429
BARNE285,9794,618
BARNE285,1276,3345
BARNE285,9039,3036
BARNE285,8109,849
BARNE285,2254,1664
BARNE285,9800,33
BARNE285,8117,2751
BARNE285,8195,1738
BARNE285,5524,241
BARNE285,9444,1692
BARNE285,9394,2656
BARNE285,8516,1049
BARNE285,2399,900
BARNE285,2598,682
BARNE285,9924,606
BARNE285,5310,2599
BARNE285,6088,1124
BARNE285,5913,1244
BARNE285,2375,2382
BARNE285,8149,563
BARNE285,2623,2053
BARNE285,1071,179
BARNE285,7468,218
BARNE285,8120,2318
BARNE285,2085,2460
BARNE285,9054,1654
BARNE285,6282,115
BARNE285,8791,2747
BARNE285,8698,1286
BARNE285,1458,1107
BARNE285,4939,3547
BARNE285,8492,3301
BARNE285,2325,1109
BARNE285,8307,1029
BARNE285,3061,1661
BARNE285,1856,3223
BARNE285,7760,3210
BARNE285,5382,686
BARNE285,2534,1230
BARNE285,9700,3590
BARNE285,9518,4
BARNE285,6024,1201
BARNE285,3626,3344
BARNE285,8167,3341
BARNE285,7707,1161
BARNE285,9367,1381
BARNE285,1553,3241
BARNE285,7379,3044
BARNE285,2668,3453
BARNE285,7451,2057
BARNE285,8351,1577
BARNE285,1635,198
BARNE285,1643,2247
BARNE285,1934,2548
BARNE285,3084,2891
BARNE285,2925,2450
BARNE285,6169,1877
BARNE285,3379,2018
BARNE285,7655,1312
BARNE285,6675,1551
BARNE285,2065,120
BARNE285,5437,1051
BARNE285,6182,2074
BARNE285,1259,756
BARNE285,2792,523
BARNE285,5123,1451
BARNE285,2330,1821
BARNE285,8277,789
BARNE285,8402,2761
BARNE285,1578,1155
BARNE285,2178,2257
BARNE285,4020,1736
BARNE285,8499,2542
BARNE285,8623,732
BARNE285,7539,1862
BARNE285,8967,2644
BARNE285,6327,681
BARNE285,4817,2117
BARNE285,2143,326
BARNE285,3052,2111
BARNE285,7404,1729
BARNE285,4506,3253
BARNE285,5485,3460
BARNE285,4843,2953
BARNE285,8221,1360
BARNE285,1848,2725
BARNE285,2525,1081
BARNE285,4744,177
BARNE285,6823,116
BARNE285,4834,2072
BARNE285,8303,534
BARNE285,5804,708
BARNE285,8934,3556
BARNE285,5732,2824
BARNE285,9978,1241
BARNE285,7037,572
BARNE285,6553,132
BARNE285,5237,1109
BARNE285,3046,2995
BARNE285,7213,2469
BARNE285,3668,3396
BARNE285,8780,3314
BARNE285,4695,1555
BARNE285,3064,1759
BARNE285,1741,2805
BARNE285,3462,2962
BARNE285,5724,1559
BARNE285,7818,2443
BARNE285,2970,794
BARNE285,4813,1684
BARNE285,5981,533
BARNE285,9147,2346
BARNE285,7632,1046
BARNE285,9291,2793
BARR95,3191,219
BARR95,9118,141
BARR95,2310,1608
BARR95,1145,2845
BARR95,1819,1705
BARR95,7139,1262
BARR95,2036,140
BARR95,5365,2589
BARR95,8686,1308
BARR95,4835,2461
BARR95,8622,2432
BARR95,1063,1293
BARR95,6910,39
BARR95,7288,270
BARR95,7830,3265
BARR95,3288,708
BARR95,9483,3136
BARR95,5269,1270
BARR95,3613,2901
BARR95,4276,91
BARR95,9141,3147
BARR95,1414,3062
BARR95,3006,1099
BARR95,3086,2824
BARR95,3513,3405
BARR95,4157,2916
BARR95,4850,2918
BARR95,1247,2723
BARR95,4604,3515
BARR95,9595,3347
BARR95,4309,2554
BARR95,9011,227
BARR95,6595,1451
BARR95,8926,1899
BARR95,9021,1256
BARR95,4197,2577
BARR95,2820,3168
BARR95,8036,1289
BARR95,2967,684
BARR95,7752,2852
BARR95,1682,442
BARR95,4546,1144
BARR95,2242,2230
BARR95,8338,1066
BARR95,2648,649
BARR95,1895,3324
BARR95,5591,3554
BARR95,4053,577
BARR95,9336,899
BARR95,5720,2478
BARR95,3886,355
BARR95,3972,2513
BARR95,3212,3109
BARR95,3645,512
BARR95,9794,331
BARR95,1276,2649
BARR95,9039,1367
BARR95,8109,1808
BARR95,2254,2018
BARR95,9800,2644
BARR95,8117,2619
BARR95,8195,43
BARR95,5524,1186
BARR95,9444,1934
BARR95,9394,1564
BARR95,8516,853
BARR95,2399,2924
BARR95,2598,336
BARR95,9924,1325
BARR95,5310,1598
BARR95,6088,2585
BARR95,5913,3505
BARR95,2375,1160
BARR95,8149,2658
BARR95,2623,2100
BARR95,1071,1358
BARR95,7468,2570
BARR95,8120,2545
BARR95,2085,2967
BARR95,9054,1990
BARR95,6282,2774
BARR95,8791,1273
BARR95,8698,765
BARR95,1458,202
BARR95,4939,2955
BARR95,8492,2011
BARR95,2325,352
BARR95,8307,3493
BARR95,3061,206
BARR95,1856,3
BARR95,7760,2998
BARR95,5382,1367
BARR95,2534,1949
BARR95,9700,3509
BARR95,9518,2776
BARR95,6024,1564
BARR95,3626,297
BARR95,8167,1622
BARR95,7707,1507
BARR95,9367,3278
BARR95,1553,2057
BARR95,7379,1439
BARR95,2668,1540
BARR95,7451,2907
BARR95,8351,3438
BARR95,1635,2596
BARR95,1643,2833
BARR95,1934,487
BARR95,3084,3563
BARR95,2925,1701
BARR95,6169,2937
BARR95,3379,519
BARR95,7655,3231
BARR95,6675,1126
BARR95,2065,759
BARR95,5437,1047
BARR95,6182,1944
BARR95,1259,2114
BARR95,2792,2646
BARR95,5123,859
BARR95,2330,1842
BARR95,8277,2126
BARR95,8402,1120
BARR95,1578,1636
BARR95,2178,276
BARR95,4020,1174
BARR95,8499,1690
BARR95,8623,3238
BARR95,7539,2216
BARR95,8967,2993
BARR95,6327,3399
BARR95,4817,2489
BARR95,2143,3385
BARR95,3052,3486
BARR95,7404,1913
BARR95,4506,901
BARR95,5485,1026
BARR95,4843,576
BARR95,8221,1639
BARR95,1848,1026
BARR95,2525,2656
BARR95,4744,483
BARR95,6823,3471
BARR95,4834,2878
BARR95,8303,2156
BARR95,5804,2248
BARR95,8934,350
BARR95,5732,1844
BARR95,9978,1362
BARR95,7037,2036
BARR95,6553,90
BARR95,5237,3131
BARR95,3046,985
BARR95,7213,10
BARR95,3668,1975
BARR95,8780,3197
BARR95,4695,2944
BARR95,3064,2708
BARR95,1741,358
BARR95,3462,505
BARR95,5724,2758
BARR95,7818,965
BARR95,2970,3362
BARR95,4813,2054
BARR95,5981,1052
BARR95,9147,701
BARR95,7632,2118
BARR95,9291,3292
BE19561,3191,1511
BE19561,9118,2508
BE19561,2310,2370
BE19561,1145,2305
BE19561,1819,2670
BE19561,7139,2163
BE19561,2036,1364
BE19561,5365,716
BE19561,8686,1369
BE19561,4835,546
BE19561,8622,1152
BE19561,1063,1377
BE19561,6910,131
BE19561,7288,1040
BE19561,7830,1856
BE19561,3288,2552
BE19561,9483,2416
BE19561,5269,1667
BE19561,3613,2669
BE19561,4276,809
BE19561,9141,475
BE19561,1414,3097
BE19561,3006,2775
BE19561,3086,176
BE19561,3513,1345
BE19561,4157,242
BE19561,4850,3285
BE19561,1247,289
BE19561,4604,893
BE19561,9595,2934
BE19561,4309,420
BE19561,9011,2477
BE19561,6595,1499
BE19561,8926,1472
BE19561,9021,3194
BE19561,4197,791
BE19561,2820,1928
BE19561,8036,1371
BE19561,2967,131
BE19561,7752,665
BE19561,1682,1884
BE19561,4546,2080
BE19561,2242,2097
BE19561,8338,3259
BE19561,2648,3313
BE19561,1895,1747
BE19561,5591,2371
BE19561,4053,250
BE19561,9336,1191
BE19561,5720,758
BE19561,3886,3391
BE19561,3972,2025
BE19561,3212,3190
BE19561,3645,2022
BE19561,9794,309
BE19561,1276,761
BE19561,9039,1871
BE19561,8109,2451
BE19561,2254,1698
BE19561,9800,3054
BE19561,8117,1028
BE19561,8195,1475
BE19561,5524,1254
BE19561,9444,2724
BE19561,9394,318
BE19561,8516,3293
BE19561,2399,2069
BE19561,2598,3180
BE19561,9924,1744
BE19561,5310,135
BE19561,6088,1380
BE19561,5913,1248
BE19561,2375,3233
BE19561,8149,3149
BE19561,2623,1786
BE19561,1071,2475
BE19561,7468,154
BE19561,8120,3289
BE19561,2085,905
BE19561,9054,1890
BE19561,6282,1261
BE19561,8791,52
BE19561,8698,3476
BE19561,1458,170
BE19561,4939,2873
BE19561,8492,22
BE19561,2325,1396
BE19561,8307,602
BE19561,3061,408
BE19561,1856,676
BE19561,7760,34
BE19561,5382,3326
BE19561,2534,2472
BE19561,9700,349
BE19561,9518,2796
BE19561,6024,549
BE19561,3626,175
BE19561,8167,2041
BE19561,7707,2237
BE19561,9367,1200
BE19561,1553,1212
BE19561,7379,1588
BE19561,2668,1563
BE19561,7451,2557
BE19561,8351,3451
BE19561,1635,2024
BE19561,1643,1797
BE19561,1934,3510
BE19561,3084,218
BE19561,2925,445
BE19561,6169,3418
BE19561,3379,435
BE19561,7655,523
BE19561,6675,3391
BE19561,2065,895
BE19561,5437,32
BE19561,6182,684
BE19561,1259,2976
BE19561,2792,2218
BE19561,5123,2697
BE19561,2330,1082
BE19561,8277,2913
BE19561,8402,1221
BE19561,1578,2688
BE19561,2178,1176
BE19561,4020,977
BE19561,8499,820
BE19561,8623,3384
BE19561,7539,556
BE19561,8967,605
BE19561,6327,772
BE19561,4817,3208
BE19561,2143,2111
BE19561,3052,2236
BE19561,7404,3541
BE19561,4506,1298
BE19561,5485,1994
BE19561,4843,3350
BE19561,8221,2408
BE19561,1848,1529
BE19561,2525,3370
BE19561,4744,612
BE19561,6823,1126
BE19561,4834,70
BE19561,8303,1046
BE19561,5804,87
BE19561,8934,1322
BE19561,5732,3298
BE19561,9978,2112
BE19561,7037,3346
BE19561,6553,862
BE19561,5237,1817
BE19561,3046,1769
